geometry.coordinates,date_tm-value,stn_nam-value,air_temp,air_temp-qa,dwpt_temp,rel_hum,rel_hum-qa,avg_wnd_spd_10m_pst10mts,avg_wnd_spd_10m_pst1hr,rnfl_amt_pst1mt,rnfl_amt_pst1mt-qa,rnfl_amt_pst1hr,rnfl_amt_pst1hr-qa,dwpt_temp-qa,avg_vis_pst10mts,vis,vis-qa
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:05:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.8,14.3,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:06:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.3,65.0,100.0,2.5,3.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:06:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.7,14.3,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:06:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.2,78.0,100.0,0.5,1.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:06:00.000Z,POINT ATKINSON,2.7,100.0,-4.3,60.0,100.0,3.4,5.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:06:00.000Z,WHITE ROCK,3.5,100.0,-6.4,48.0,100.0,8.5,8.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:06:00.000Z,DELTA BURNS BOG,0.6,100.0,-2.3,81.0,100.0,1.0,2.5,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:07:00.000Z,DELTA BURNS BOG,0.5,100.0,-2.0,83.0,100.0,1.2,2.5,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:07:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.0,79.0,100.0,0.5,1.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:07:00.000Z,POINT ATKINSON,2.7,100.0,-4.1,61.0,100.0,3.5,5.3,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:07:00.000Z,WHITE ROCK,3.5,100.0,-6.3,49.0,100.0,9.2,9.0,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:07:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.1,66.0,100.0,2.4,3.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:07:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.7,14.3,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:08:00.000Z,DELTA BURNS BOG,0.6,100.0,-2.5,79.0,100.0,1.3,2.5,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:08:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.9,14.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:08:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.2,65.0,100.0,2.4,3.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:08:00.000Z,POINT ATKINSON,2.7,100.0,-4.4,60.0,100.0,3.6,5.3,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:08:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.1,79.0,100.0,0.4,1.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:08:00.000Z,WHITE ROCK,3.5,100.0,-6.0,50.0,100.0,9.0,8.9,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:09:00.000Z,WHITE ROCK,3.5,100.0,-6.1,49.0,100.0,8.7,8.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:09:00.000Z,DELTA BURNS BOG,0.6,100.0,-2.8,78.0,100.0,1.4,2.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:09:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.1,79.0,100.0,0.3,1.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:09:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.3,65.0,100.0,2.6,3.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:09:00.000Z,POINT ATKINSON,2.7,100.0,-4.7,58.0,100.0,3.9,5.3,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:09:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.7,14.4,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:10:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.7,14.3,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:10:00.000Z,WHITE ROCK,3.6,100.0,-6.2,49.0,100.0,8.9,9.0,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:10:00.000Z,POINT ATKINSON,2.7,100.0,-4.7,58.0,100.0,4.1,5.3,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:10:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.2,78.0,100.0,0.4,1.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:10:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.2,65.0,100.0,2.4,3.7,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:10:00.000Z,DELTA BURNS BOG,0.7,100.0,-3.0,76.0,100.0,1.4,2.4,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:11:00.000Z,WHITE ROCK,3.5,100.0,-6.3,49.0,100.0,8.8,9.1,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:11:00.000Z,POINT ATKINSON,2.8,100.0,-4.3,60.0,100.0,4.6,5.3,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:11:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.1,65.0,100.0,2.4,3.7,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:11:00.000Z,DELTA BURNS BOG,0.6,100.0,-2.7,78.0,100.0,1.3,2.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:11:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.1,79.0,100.0,0.3,1.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:11:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.8,14.3,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:12:00.000Z,DELTA BURNS BOG,0.7,100.0,-2.7,78.0,100.0,1.4,2.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:12:00.000Z,POINT ATKINSON,2.8,100.0,-4.4,59.0,100.0,4.7,5.3,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:12:00.000Z,WEST VANCOUVER AUT,1.3,100.0,-1.7,81.0,100.0,0.3,1.7,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:12:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.3,65.0,100.0,2.4,3.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:12:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.7,14.2,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:12:00.000Z,WHITE ROCK,3.5,100.0,-6.4,48.0,100.0,9.2,9.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:13:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.4,14.1,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:13:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-1.9,80.0,100.0,0.4,1.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:13:00.000Z,POINT ATKINSON,2.8,100.0,-4.2,60.0,100.0,4.8,5.3,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:13:00.000Z,WHITE ROCK,3.4,100.0,-6.6,48.0,100.0,9.9,9.2,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:13:00.000Z,DELTA BURNS BOG,0.7,100.0,-2.8,78.0,100.0,1.6,2.3,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:13:00.000Z,PITT MEADOWS CS,1.6,100.0,-4.5,64.0,100.0,2.4,3.8,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:14:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.2,78.0,100.0,0.4,1.7,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:14:00.000Z,PITT MEADOWS CS,1.7,100.0,-4.2,65.0,100.0,2.7,3.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:14:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.0,13.9,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:14:00.000Z,WHITE ROCK,3.4,100.0,-6.4,49.0,100.0,9.8,9.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:14:00.000Z,POINT ATKINSON,2.8,100.0,-4.1,60.0,100.0,5.1,5.3,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:14:00.000Z,DELTA BURNS BOG,0.7,100.0,-2.6,79.0,100.0,1.7,2.3,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:15:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.0,13.8,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:15:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.1,78.0,100.0,0.3,1.6,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:15:00.000Z,WHITE ROCK,3.5,100.0,-6.0,50.0,100.0,9.5,9.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:15:00.000Z,POINT ATKINSON,2.7,100.0,-4.2,60.0,100.0,5.1,5.3,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:15:00.000Z,DELTA BURNS BOG,0.7,100.0,-2.9,77.0,100.0,1.5,2.3,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:15:00.000Z,PITT MEADOWS CS,1.7,100.0,-4.4,64.0,100.0,3.0,3.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:16:00.000Z,DELTA BURNS BOG,0.7,100.0,-2.7,78.0,100.0,1.4,2.3,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:16:00.000Z,POINT ATKINSON,2.7,100.0,-4.2,60.0,100.0,5.4,5.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:16:00.000Z,WHITE ROCK,3.6,100.0,-5.9,50.0,100.0,9.1,9.2,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:16:00.000Z,PITT MEADOWS CS,1.7,100.0,-4.7,63.0,100.0,3.3,3.8,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:16:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.2,78.0,100.0,0.3,1.6,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:16:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.1,13.7,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:17:00.000Z,PITT MEADOWS CS,1.7,100.0,-4.6,63.0,100.0,3.8,3.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:17:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.6,13.5,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:17:00.000Z,WEST VANCOUVER AUT,1.2,100.0,-2.4,76.0,100.0,0.3,1.5,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:17:00.000Z,POINT ATKINSON,2.7,100.0,-4.4,59.0,100.0,5.6,5.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:17:00.000Z,WHITE ROCK,3.6,100.0,-6.3,48.0,100.0,9.0,9.3,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:17:00.000Z,DELTA BURNS BOG,0.6,100.0,-2.2,81.0,100.0,1.2,2.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:18:00.000Z,POINT ATKINSON,2.7,100.0,-4.6,59.0,100.0,5.5,5.5,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:18:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.3,13.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:18:00.000Z,DELTA BURNS BOG,0.6,100.0,-2.0,83.0,100.0,1.1,2.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:18:00.000Z,WEST VANCOUVER AUT,1.3,100.0,-2.5,76.0,100.0,0.3,1.5,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:18:00.000Z,PITT MEADOWS CS,1.8,100.0,-4.7,62.0,100.0,4.0,3.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:18:00.000Z,WHITE ROCK,3.7,100.0,-6.1,49.0,100.0,9.0,9.3,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:19:00.000Z,POINT ATKINSON,2.7,100.0,-4.5,59.0,100.0,5.3,5.5,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:19:00.000Z,DELTA BURNS BOG,0.7,100.0,-2.1,82.0,100.0,1.1,2.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:19:00.000Z,WEST VANCOUVER AUT,1.3,100.0,-2.5,76.0,100.0,0.2,1.4,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:19:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.4,13.3,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:19:00.000Z,PITT MEADOWS CS,1.8,100.0,-4.5,63.0,100.0,4.1,3.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:19:00.000Z,WHITE ROCK,3.7,100.0,-6.0,49.0,100.0,9.4,9.3,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:20:00.000Z,DELTA BURNS BOG,0.6,100.0,-2.1,82.0,100.0,0.9,2.0,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:20:00.000Z,POINT ATKINSON,2.7,100.0,-4.5,59.0,100.0,4.9,5.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:20:00.000Z,WEST VANCOUVER AUT,1.3,100.0,-2.5,75.0,100.0,0.1,1.4,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:20:00.000Z,WHITE ROCK,3.7,100.0,-6.2,49.0,100.0,9.2,9.3,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:20:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.4,13.2,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:20:00.000Z,PITT MEADOWS CS,1.8,100.0,-4.3,64.0,100.0,4.4,3.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:21:00.000Z,POINT ATKINSON,2.7,100.0,-4.4,59.0,100.0,4.8,5.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:21:00.000Z,DELTA BURNS BOG,0.7,100.0,-2.0,82.0,100.0,0.9,2.0,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:21:00.000Z,WEST VANCOUVER AUT,1.3,100.0,-2.6,75.0,100.0,0.1,1.3,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:21:00.000Z,PITT MEADOWS CS,1.8,100.0,-4.3,64.0,100.0,4.6,3.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:21:00.000Z,WHITE ROCK,3.7,100.0,-6.0,49.0,100.0,8.6,9.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:21:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.5,13.2,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:22:00.000Z,DELTA BURNS BOG,0.8,100.0,-2.0,82.0,100.0,1.0,2.0,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:22:00.000Z,WHITE ROCK,3.8,100.0,-5.9,49.0,100.0,8.6,9.2,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:22:00.000Z,PITT MEADOWS CS,1.8,100.0,-4.1,65.0,100.0,4.7,3.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:22:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.6,13.1,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:22:00.000Z,POINT ATKINSON,2.7,100.0,-4.4,59.0,100.0,4.8,5.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:22:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-2.6,75.0,100.0,0.2,1.3,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:23:00.000Z,PITT MEADOWS CS,1.8,100.0,-3.9,66.0,100.0,4.8,3.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:23:00.000Z,POINT ATKINSON,2.7,100.0,-4.6,59.0,100.0,4.7,5.3,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:23:00.000Z,WHITE ROCK,3.8,100.0,-6.0,49.0,100.0,8.0,9.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:23:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-2.3,76.0,100.0,0.1,1.3,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:23:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.2,13.1,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:23:00.000Z,DELTA BURNS BOG,0.9,100.0,-2.6,78.0,100.0,0.9,2.0,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:24:00.000Z,DELTA BURNS BOG,0.9,100.0,-2.8,76.0,100.0,0.8,1.9,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:24:00.000Z,PITT MEADOWS CS,1.7,100.0,-3.9,66.0,100.0,5.1,3.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:24:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,12.7,13.1,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:24:00.000Z,POINT ATKINSON,2.7,100.0,-4.4,59.0,100.0,4.4,5.2,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:24:00.000Z,WHITE ROCK,3.8,100.0,-6.1,49.0,100.0,8.0,9.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:24:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-2.3,76.0,100.0,0.1,1.3,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:25:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-2.2,76.0,100.0,0.2,1.3,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:25:00.000Z,WHITE ROCK,3.7,100.0,-6.3,48.0,100.0,8.3,9.1,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:25:00.000Z,PITT MEADOWS CS,1.7,100.0,-3.9,66.0,100.0,5.1,3.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:25:00.000Z,DELTA BURNS BOG,1.0,100.0,-2.8,76.0,100.0,1.1,1.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:25:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,13.0,13.0,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:25:00.000Z,POINT ATKINSON,2.7,100.0,-4.6,59.0,100.0,4.3,5.3,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:26:00.000Z,DELTA BURNS BOG,1.2,100.0,-3.4,72.0,100.0,1.2,1.9,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:26:00.000Z,WHITE ROCK,3.8,100.0,-6.1,48.0,100.0,8.2,9.0,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:26:00.000Z,POINT ATKINSON,2.7,100.0,-4.5,59.0,100.0,4.2,5.3,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:26:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-1.9,78.0,100.0,0.3,1.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:26:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,13.3,13.0,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:26:00.000Z,PITT MEADOWS CS,1.8,100.0,-3.9,66.0,100.0,5.1,3.9,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:27:00.000Z,POINT ATKINSON,2.7,100.0,-4.6,58.0,100.0,4.0,5.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:27:00.000Z,WHITE ROCK,3.7,100.0,-6.1,48.0,100.0,8.3,8.9,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:27:00.000Z,PITT MEADOWS CS,1.8,100.0,-3.7,67.0,100.0,4.9,3.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:27:00.000Z,DELTA BURNS BOG,1.3,100.0,-3.9,69.0,100.0,1.5,1.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:27:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,13.8,13.0,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:27:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-2.0,78.0,100.0,0.3,1.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:28:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,14.2,13.0,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:28:00.000Z,POINT ATKINSON,2.8,100.0,-4.5,59.0,100.0,3.9,5.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:28:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-2.0,78.0,100.0,0.5,1.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:28:00.000Z,WHITE ROCK,3.7,100.0,-6.3,48.0,100.0,8.4,8.8,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:28:00.000Z,DELTA BURNS BOG,1.3,100.0,-3.1,72.0,100.0,1.6,2.0,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:28:00.000Z,PITT MEADOWS CS,1.7,100.0,-3.9,66.0,100.0,5.1,4.0,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:29:00.000Z,WHITE ROCK,3.9,100.0,-6.3,48.0,100.0,8.0,8.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:29:00.000Z,POINT ATKINSON,2.8,100.0,-4.5,59.0,100.0,4.3,5.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:29:00.000Z,PITT MEADOWS CS,1.7,100.0,-3.9,66.0,100.0,5.4,4.0,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:29:00.000Z,WEST VANCOUVER AUT,1.4,100.0,-2.3,76.0,100.0,0.7,1.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:29:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,14.7,13.1,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:29:00.000Z,DELTA BURNS BOG,1.2,100.0,-2.3,78.0,100.0,1.6,1.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-27T19:30:00.000Z,WEST VANCOUVER AUT,1.5,100.0,-2.3,76.0,100.0,0.9,1.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-27T19:30:00.000Z,WHITE ROCK,3.9,100.0,-6.1,48.0,100.0,8.2,8.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-27T19:30:00.000Z,PITT MEADOWS CS,1.8,100.0,-3.9,66.0,100.0,5.5,4.1,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-27T19:30:00.000Z,POINT ATKINSON,2.8,100.0,-4.2,60.0,100.0,4.7,5.4,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:30:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.0,13.1,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:30:00.000Z,DELTA BURNS BOG,1.3,100.0,-2.6,75.0,100.0,1.6,1.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-27T19:31:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,15.3,13.1,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-27T19:31:00.000Z,DELTA BURNS BOG,1.4,100.0,-3.4,71.0,100.0,1.6,1.8,0.0,100.0,0.0,,,,,
